,HINDPETRO.BO,RELIANCE.BO,BPCL.BO,MARUTI.BO,YESBANK.BO,IOC.BO,CIPLA.BO,ICICIBANK.BO,TATASTEEL.BO,VEDL.BO,SBIN.BO,BAJFINANCE.BO,IBULHSGFIN.BO,ONGC.BO,HINDUNILVR.BO,LT.BO,AXISBANK.BO,HDFCBANK.BO,TCS.BO,INFY.BO,KOTAKBANK.BO,SUNPHARMA.BO,ASHOKLEY.BO,TITAN.BO,BANKBARODA.BO,GAIL.BO,TATAMOTORS.BO,M&M.BO,PNB.BO,JSWSTEEL.BO,INDUSINDBK.BO,PEL.BO,ITC.BO,GODREJCP.BO,HDFC.BO,DLF.BO,EICHERMOT.BO,LUPIN.BO,BHARATFORG.BO,BAJAJ-AUTO.BO,DRREDDY.BO,ULTRACEMCO.BO,HEROMOTOCO.BO,BAJAJFINSV.BO,AUROPHARMA.BO,POWERGRID.BO,ADANIPORTS.BO,GRASIM.BO,BIOCON.BO,LICHSGFIN.BO,TECHM.BO,HINDALCO.BO,BRITANNIA.BO,BHARTIARTL.BO,PFC.BO,BEL.BO,RECLTD.BO,ASIANPAINT.BO,APOLLOHOSP.BO,M&MFIN.BO,GLENMARK.BO,NESTLEIND.BO,DIVISLAB.BO,ACC.BO,HAVELLS.BO,TVSMOTOR.BO,WIPRO.BO,UPL.BO,DABUR.BO,AMBUJACEM.BO,CADILAHC.BO,FEDERALBNK.BO,BHEL.BO,MOTHERSUMI.BO,TATAGLOBAL.BO,MRF.BO,COALINDIA.BO,PIDILITIND.BO,PAGEIND.BO,HCLTECH.BO,NTPC.BO,SRTRANSFIN.BO,NMDC.BO,TATAPOWER.BO,PETRONET.BO,ZEEL.BO,MARICO.BO,COLPAL.BO,EXIDEIND.BO,TATACHEM.BO,SIEMENS.BO,TATAMTRDVR.BO,INFRATEL.BO,BOSCHLTD.BO,SHREECEM.BO,BAJAJHLDNG.BO,CUMMINSIND.BO,CROMPTON.BO
10,261.394867,530.390808,386.734467,5317.349609000001,216.16432200000003,126.40715,561.170532,221.717102,372.994812,192.262894,241.416016,866.2192380000001,626.619751,182.579895,801.272034,874.263,442.35299699999996,1181.840576,1112.6188960000002,452.21353099999993,713.239136,628.6621700000001,76.832642,330.00939900000003,147.980576,229.274857,487.25,596.039917,115.650002,158.284378,1074.477783,1545.736084,233.15712000000002,485.92605599999996,1193.27832,116.38319399999999,22343.46875,1485.313599,448.811523,2493.994385,3038.169678,3347.4135739999997,2845.5786129999997,2941.344971,669.752441,174.88468899999998,271.478729,720.871643,315.765808,519.029358,465.905182,156.867294,1414.686157,303.67767299999997,112.0979,118.43051100000001,110.070877,890.719666,1178.303955,270.413025,879.6829220000001,5841.124022999999,781.639099,1304.5783689999998,334.845856,361.958954,232.82983399999998,645.0526120000001,273.357483,208.09291100000002,346.239075,65.216766,78.707352,142.957336,118.81952700000001,49066.097656,258.335846,592.394104,13722.701172,807.001892,155.22387700000002,865.970093,114.868904,71.44355,175.687332,447.89810199999994,247.139038,871.740051,178.73439,490.15655499999997,1100.637329,307.950012,304.17129500000004,20829.869141,14424.158203,1772.762085,795.150391,146.94133
11,270.096741,534.0880129999999,396.066132,5360.34668,219.71652200000003,133.73146100000002,569.3515629999999,223.91868599999998,370.421875,191.305283,242.6548,879.910278,611.80896,182.959503,806.228027,878.888733,450.77026399999994,1175.029663,1117.071167,449.07568399999997,710.092712,629.850586,76.975021,344.971558,147.83165,232.35394300000002,481.25,595.212646,118.199997,159.349762,1088.563477,1528.71167,235.13876299999998,489.45459000000005,1189.363525,116.775223,22330.564453,1486.794678,448.422882,2516.372314,3028.772217,3310.553711,2806.72876,3019.139648,667.519287,179.22226,271.776215,717.854004,313.956299,519.567749,468.961853,157.312958,1408.310059,296.50073199999997,113.640953,123.33567,111.614342,885.79071,1192.51123,267.605438,888.2297359999999,5900.770996,763.982666,1296.1405029999999,335.48172,373.0802,230.292923,641.7218019999999,271.631134,208.967865,346.531464,64.922554,80.05442,140.714676,119.54081699999999,50290.839844,262.28772000000004,596.771912,13559.520508000001,812.5487059999999,156.024979,871.92749,116.70574199999999,71.72779799999999,179.779709,453.43994100000003,250.83786,867.0541380000001,178.73439,491.703857,1090.759888,308.25,302.578308,20552.152344,14075.229491999999,1787.821289,813.774658,153.345062
12,268.350433,523.461548,397.338593,5359.617188,219.81097400000002,132.571945,563.352051,221.101059,372.213684,188.867706,240.722275,866.567749,594.183777,184.430389,797.8222049999999,884.0281369999999,449.086792,1170.7851560000001,1121.81604,450.72360199999997,694.110901,631.43512,79.585144,355.32617200000004,146.93811000000002,231.353775,486.5,594.215149,115.199997,157.872742,1087.822144,1550.096802,236.540421,489.07147199999997,1186.6721189999998,122.949661,22013.140625,1475.489502,443.710815,2582.112305,3041.417236,3282.0004879999997,2832.001953,2965.377686,660.9686889999999,177.45863300000002,272.073761,716.902893,310.603088,507.233276,477.32000700000003,157.362457,1398.3532710000002,306.80233799999996,112.188667,123.989571,109.80628999999999,893.282837,1206.124268,269.57568399999997,893.646118,5743.175293,738.429993,1273.141479,343.16076699999996,370.065155,234.356903,653.7225950000001,272.814911,206.148575,352.67251600000003,64.530281,81.529747,139.626175,119.44463300000001,50236.773438,263.10391200000004,597.6573490000001,13613.847656,835.9519650000001,155.31814599999998,889.994934,120.24499499999999,71.869934,177.177628,452.84616100000005,250.69184900000002,865.025024,177.855362,488.56091299999997,1102.111572,309.799988,312.003448,20196.414063,14047.395508000001,1782.3806149999998,780.4343259999999,149.404312
13,275.016144,527.599548,406.518402,5481.799316,228.56866499999998,135.973206,574.805603,226.428268,385.122681,197.70388799999998,243.24942000000001,894.596985,603.180969,189.459854,808.754639,895.560669,453.44397000000004,1168.169312,1101.063965,449.86578399999996,697.856689,637.0304570000001,79.680054,354.632538,149.618744,232.564468,501.950012,596.5507809999999,117.650002,170.173248,1114.46167,1603.029297,238.280396,486.80438200000003,1190.635864,124.17474399999999,22159.048828,1492.0275880000002,447.93710300000004,2613.229248,3086.141602,3362.784668,2886.542236,3011.344971,680.570923,181.891541,285.362549,720.954773,314.155487,511.93209800000005,466.430542,160.38295,1406.299072,313.588715,116.68166399999998,124.024841,112.319923,903.436584,1194.73877,278.786469,892.354126,5758.866699,749.514282,1285.484985,351.67129500000004,380.3461,236.622894,660.5311280000001,274.935883,208.33596799999998,356.717834,66.24651300000001,82.010849,143.02298000000002,120.35826899999999,51511.308594,264.736237,601.986145,13651.581055,821.403931,155.27101100000002,893.559692,120.51380900000001,72.817459,179.07003799999998,466.05746500000004,253.70928999999998,866.76416,180.052933,492.09069800000003,1121.571899,323.0,309.52545200000003,20640.939453,14041.630859,1806.2323,787.382263,145.85763500000002
14,271.90155,525.2979740000001,402.033905,5460.349609000001,235.654144,133.924713,577.284668,227.308731,385.627991,200.53320300000001,243.74493399999997,874.633057,606.964355,192.116959,809.192017,893.761353,450.473175,1177.793457,1077.029297,438.60107400000004,714.6875,634.752747,80.913933,351.659943,152.001526,232.87977599999996,497.799988,593.752869,119.150002,169.737411,1130.919922,1623.976318,234.558762,485.990204,1196.116699,124.07673600000001,22545.953125,1493.261841,442.860687,2601.17627,3110.250732,3313.438721,2883.065674,2984.86377,687.5682370000001,179.93725600000002,283.081665,706.649475,318.022552,513.547302,448.71136500000006,159.29359399999998,1416.775635,312.368134,117.498566,122.20518500000001,113.113701,914.526794,1183.848267,271.49667400000004,889.4223630000001,5755.259765999999,723.3729860000001,1287.557983,352.698395,380.988647,231.475159,646.130249,272.76556400000004,206.73185700000002,369.731018,66.05036199999999,81.080803,144.394653,119.78123500000001,51306.1875,262.674347,604.740723,13532.750977000002,792.210571,154.46991,906.353394,121.85781899999999,73.10172299999999,176.775497,458.486938,253.319977,869.2279050000001,182.05513,490.591736,1144.226318,318.649994,313.419403,20882.804688,14215.696288999998,1831.10437,779.324585,146.300949
15,269.456726,527.452637,395.58078,5494.445801,236.948441,132.455994,571.97937,227.17601000000002,387.787201,202.448425,244.78552200000001,873.2390140000001,621.821228,187.941528,807.394165,887.015564,448.245056,1179.471558,1086.537476,438.194733,709.243713,626.780579,80.629189,350.817688,151.604385,229.090546,500.35000599999995,585.553589,119.699997,170.560684,1146.34021,1616.7734380000002,237.60374500000003,490.922913,1196.2144779999999,124.02774,22808.587891,1471.786987,440.820404,2613.325439,3017.0622559999997,3280.060303,2852.342773,2990.6096190000003,689.4042969999999,177.55397,282.43701200000004,709.708679,336.281281,514.1836549999999,451.433716,156.421646,1418.070557,311.489349,118.587776,126.013222,114.34846499999999,897.3738400000001,1179.6405029999999,271.25036600000004,889.273254,5738.59375,719.498413,1278.5898439999999,355.388519,379.950653,232.82983399999998,659.257629,270.299347,204.787521,352.087677,66.932999,81.882591,143.349243,119.78123500000001,51136.378906,257.777405,604.445618,13549.838866999999,817.852173,153.621704,908.794983,122.03701799999999,72.391075,176.751816,459.179657,251.12986800000002,863.479126,181.273788,495.71716299999997,1131.302124,317.5,309.923737,20664.644531,14274.944336000002,1856.2678219999998,778.649231,147.53243999999998
16,278.246796,532.349609,398.974579,5520.905761999999,238.55448900000002,133.88606299999998,570.83905,229.20132400000003,395.918732,202.448425,245.627914,896.040833,634.601929,187.799179,806.908325,890.677551,442.99667400000004,1196.696167,1092.046021,438.21728499999995,710.941772,632.128357,80.58174100000001,358.447418,151.604385,231.906723,515.299988,590.224976,119.349998,172.64303600000002,1148.465332,1677.7359620000002,240.60035699999997,497.94647199999997,1190.537842,122.900658,22815.638672,1468.726196,452.163361,2632.293701,2999.694092,3265.78418,2877.757568,3001.651855,694.2676389999999,177.887619,291.610291,701.853333,331.01895099999996,510.414764,452.29336500000005,162.561646,1412.508545,312.563446,117.362427,131.08235200000001,113.157799,911.224365,1187.362915,277.013275,894.093323,5725.388184,724.108704,1274.829102,359.69274900000005,378.714966,234.72636400000002,649.901917,273.357483,204.10701,346.775146,68.453094,82.235428,142.891708,119.588898,52878.125,258.07806400000004,620.8749389999999,13793.624022999998,813.667725,153.056198,917.2427369999999,123.649841,73.10172299999999,171.571335,462.39593499999995,254.001312,862.2231449999999,178.929733,493.10610999999994,1150.3201900000001,326.700012,313.10967999999997,20854.460938,14366.202147999998,1854.616211,799.251587,148.07431
17,285.289734,530.880554,400.397919,5595.664551,248.99379,134.871674,573.020569,233.29647799999998,411.722717,206.627106,249.641586,891.8090210000001,660.486145,187.467041,816.8203129999999,907.6713869999999,449.13629199999997,1216.684692,1095.6401369999999,437.49496500000004,725.5751339999999,641.4375,81.246124,357.060211,158.504517,233.82756,518.900024,598.01062,123.650002,181.650497,1219.2404789999998,1688.725586,239.247055,502.22497599999997,1202.7717289999998,122.75363899999999,23001.943359,1501.061768,462.291901,2609.964111,2998.710205,3334.331055,2900.353516,3019.239014,699.279846,180.890549,293.24661299999997,707.765808,332.57955899999996,521.574585,452.34115599999996,172.761993,1457.210571,315.248688,120.13083600000002,132.251923,117.699982,920.835938,1185.9272460000002,279.574554,898.5654910000001,5753.457031,726.4628299999999,1301.2032470000001,361.404602,376.589569,234.529327,655.436951,273.752075,209.842819,348.188599,71.002922,82.652344,143.675507,122.47403,55212.09765599999,272.038727,622.744202,14075.832031,810.3104860000001,154.941132,944.148621,125.800278,73.006973,173.534698,473.974396,254.04998799999998,864.300415,182.103973,500.89099100000004,1157.29834,326.200012,312.09198,20920.039063,14945.06543,1859.133911,810.011292,154.133224
18,287.181824,530.415344,399.429047,5627.911621,250.306961,136.997452,581.2512820000001,236.33393900000002,411.401581,209.2388,248.84877000000003,888.025269,670.313904,189.032822,802.438171,930.992798,450.77026399999994,1218.560181,1105.186035,451.513733,724.0768429999999,637.674255,80.059715,359.884186,157.511688,232.61686699999998,518.349976,591.319763,125.800003,182.473755,1201.695068,1725.305054,236.153763,503.773804,1194.110229,122.70463600000001,22646.601563,1470.602173,462.94766200000004,2623.361816,2963.136963,3331.346436,2893.447754,3014.392822,688.659912,188.37403899999998,290.71774300000004,708.178528,335.185791,515.3094480000001,459.648529,174.940704,1445.3901369999999,314.076904,123.353058,134.08493,120.786911,919.505066,1190.580566,277.70285,884.453186,5697.367676,722.244934,1295.803101,356.220032,384.39917,238.100708,671.601196,275.133179,208.141525,341.60888700000004,70.95388,82.042992,143.458008,120.406342,54729.328125,268.559326,623.973938,13877.980469,822.523071,163.753174,920.4655759999999,124.63546799999999,75.186272,175.33252,471.00552400000004,252.68725600000002,860.242432,180.004089,498.18322800000004,1158.8707279999999,325.549988,316.649658,21136.326172,14865.338866999999,1839.8969730000001,814.787964,152.556931
19,284.009674,533.843201,398.398346,5545.955078,249.00325,135.567383,579.51593,235.58523599999998,410.160431,207.41061399999998,248.65055800000002,896.9368900000001,689.323364,190.74096699999998,804.5761110000001,924.117676,468.347534,1216.7341310000002,1062.1254880000001,440.27160599999996,726.6738889999999,644.953125,80.29699699999999,353.938965,156.568512,237.958267,514.650024,592.3173830000001,125.099998,182.958023,1201.447876,1729.364136,241.18035899999998,500.22988899999996,1217.598999,121.62656399999999,22604.019531,1475.785645,458.988495,2600.840332,2935.436279,3302.345703,2860.563965,3009.0466309999997,699.279846,187.992706,291.213593,698.876221,330.089813,519.274048,466.908142,170.583282,1441.319214,312.51461800000004,124.079224,132.312958,123.21235700000001,919.603699,1179.095947,282.037323,888.030945,5757.452636999999,730.092224,1283.0258789999998,363.65451,379.15976,238.76573199999999,671.503235,277.648743,207.558197,340.877808,71.150024,82.588165,142.151993,123.339569,53169.953125,270.449341,628.991272,13863.262695,824.907288,161.208527,932.5268550000001,128.93631000000002,75.138908,174.33900500000001,472.78683499999994,252.10324100000003,868.744934,177.855362,500.31073,1156.413696,324.200012,313.242493,21010.998047,14832.633788999998,1845.0948489999998,818.985596,154.921387
